"home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11"
36286,34036,34418,24216,23953,34601,33850,24653,38820,30830,23190,24224,98057,39027,24209,30635,40198,30598,24213,30509,33974,33781
23794,23369,40005,40695,35467,25668,35636,23253,24773,23288,23072,30660,30617,24134,22764,34222,24800,95327,38818,37920,30618,37139
34421,34987,25005,24230,111865,35327,97988,25150,24890,34466,127857,30455,38697,24531,30354,46403,31097,34182,25421,31921,40755,30348
30660,30617,22764,24134,34222,37139,30618,30889,37920,30853,24635,31465,24023,23268,33086,24846,24006,24011,30371,36012,30876,25666
24527,38836,24446,24740,24408,30954,24655,24411,23927,33418,30988,30380,24780,24658,33863,30357,38807,23283,38609,23782,23354,23264
30455,46403,38697,30354,31921,30895,34182,25421,31097,40755,30348,36286,34036,34418,24216,40987,23190,24653,38820,26108,63520,30830
36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,27665,30633,37266,23780,26777,24781,30956,30338,25253,24020,31907,24741
31432,30509,24209,24211,24208,30635,30367,39027,40198,33974,51553,34421,34987,24230,25005,111865,35327,97988,25150,24890,127857,34466
30622,37764,19020,23921,24136,30842,38711,23913,23916,34176,34947,24224,24234,26209,30929,37475,34574,40565,30360,29581,47382,30619
23932,26454,23783,24336,23785,113772,23934,35532,23937,24372,37496,30726,30615,30865,43248,24150,24148,40961,34944,30893,27430,38817
36373,36832,23115,42594,24728,40055,38433,24664,23257,98058,26494,22978,24162,24163,24166,24161,24393,33128,97932,30892,42183,35608
23021,38731,34275,34430,38816,32577,23036,23023,3512,39073,26143,23686,26111,30831,30986,31291,30935,27277,39297,26181,30960,30843
30859,25925,30911,26564,38834,30631,32345,30699,31906,37804,30679,23794,23369,40695,40005,35467,25668,23253,35636,24773,23072,24001
24527,36786,24740,24408,43259,38802,24655,24411,17866,33418,30988,30633,37266,26777,23780,24781,24020,25253,30338,30956,24741,31907
23984,46403,24531,38697,40006,30895,34182,31097,23760,40755,30348,23794,23369,40695,40005,35467,25668,23253,35636,24773,23072,24001
36374,30687,24751,23818,26348,30966,37169,24223,109898,27665,34543,23027,34430,34275,26066,23022,34437,23023,39073,38816,26143,111975
36373,36832,34551,42594,24728,31731,38433,40055,23257,98058,26494,30726,30615,30620,30865,24150,30802,34944,24154,30893,27430,38817
36286,34036,34418,24216,23953,34601,24653,24747,40987,30830,37140,30380,33863,40128,24658,30357,25075,38609,23782,38807,23264,34466
24886,34987,35472,25005,111865,37684,24528,25150,24890,127857,38491,30660,37442,22764,30617,34222,24800,95327,38818,30915,30618,30853
31465,24023,23268,33086,24846,24006,24011,30371,36012,39618,30876,23686,26111,30986,38835,31291,27277,39297,23678,26181,30960,30843
31432,24208,24209,39027,30635,30509,24213,30598,30367,33974,33781,24227,24234,24228,26209,37475,23983,24205,30929,34574,30619,47382
30622,37764,19020,23921,24136,30842,38711,30849,23916,34176,34947,23932,26454,23783,26244,23785,23934,35532,23933,113772,24372,37496
30859,25925,26564,30627,38834,32345,31906,30699,30631,30679,37804,22978,24162,24166,24163,24167,24159,24393,97932,24183,30892,23352
30726,30615,30620,30865,24150,30802,24148,34944,30893,27430,38817,31465,24023,23268,33086,24846,24006,24011,30371,36012,39618,30876
23686,26111,30831,38835,31291,30935,27277,39297,26181,30960,36410,36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,27665
30660,37442,30617,22764,34222,37139,30889,38818,37920,30618,30853,30859,25925,26564,30627,38834,30699,32345,30631,31906,37804,30679
30380,33863,40128,24658,30357,25075,38609,23782,38807,34466,23264,34421,34987,24230,35472,111865,37684,25150,25005,24528,24663,38491
35442,24166,24163,38899,24167,24159,29672,24183,30892,42183,23352,30622,37764,23921,19020,24136,30842,30849,38711,23916,30646,34947
24227,24228,26209,30929,37475,33852,23933,30360,34574,47382,24225,24527,36786,24740,24408,43259,30954,24411,30352,38802,33418,30988
30633,37266,23780,26777,24781,30956,25253,30338,24020,24741,31907,36286,34036,26108,24216,23953,34601,24653,24747,63520,30830,37140
23932,26454,23783,26244,23785,24372,155384,35532,23937,23934,37496,23984,46403,24531,38697,40006,23760,34182,97988,30895,31097,40755
23027,34430,34275,26066,23022,32577,23438,23023,34437,38816,23034,36373,31731,42594,37280,24728,24171,40055,38433,23257,26494,98058
23794,23369,40695,40005,33941,25668,23253,35636,24773,24001,38755,31432,24208,39027,24209,30635,30367,30598,30509,24213,33974,33781
24527,36786,24740,24408,43259,38802,24411,30352,17866,33418,30988,23794,23369,40695,40005,33045,23072,23253,24773,24133,24001,38755
23984,46403,24531,38697,40006,30895,30818,97988,31097,40755,24635,23686,26111,30831,38835,31291,30935,39297,23678,26181,30960,30843
36374,30687,24751,23818,26348,30966,24223,37169,109898,34543,27665,30726,38994,30620,30865,24150,24154,30373,34944,30893,38817,27430
31465,24023,23268,33086,24846,46810,24011,30371,24006,30876,40792,23932,24336,23783,26244,23785,26454,155384,35532,24372,23934,37496
24224,24208,24209,39027,30635,30367,30598,24213,30509,33974,33781,35442,24166,24163,38899,24167,24159,24183,33128,30892,35608,23352
30622,37764,19020,23921,24136,23916,30849,38711,30342,34947,34176,30380,33863,24658,40128,30357,38807,38609,23782,23354,34466,23264
36373,36832,23115,37280,24728,24171,40055,38433,31088,23257,26494,24227,24228,26209,30929,37475,24890,23933,30360,34574,24225,36412
36286,34036,34418,24216,23953,24653,33850,24747,40987,23190,30830,30660,30617,22764,25984,37442,34222,38818,414792,30915,41175,24800
34421,34987,24230,25005,111865,35327,24528,25150,29581,38491,71550,30633,37266,26777,23780,24781,24020,25253,30338,30956,31907,24741
37149,25925,26564,30627,38834,32345,38239,30699,30631,31906,37804,23027,34430,34275,26066,23022,23438,23023,34437,38816,39073,23034
35906,38994,30620,43248,32569,30893,30373,34944,40945,30829,27430,30622,37764,23921,30739,24136,30849,23927,38711,30342,23916,30646
23686,26111,30831,38835,31291,26181,39297,23678,3520,36410,30843,24527,23939,24740,24408,43259,38802,24411,24655,17866,30352,30988
30660,37442,30617,22764,414792,24800,38818,95327,37920,37139,30853,24224,24208,24211,24209,30635,30509,30598,39027,24213,33781,33974
30380,33863,24658,40128,30357,38807,38609,23782,23354,34466,23264,30859,25925,26564,30627,30856,30631,32345,30699,30822,31906,37804
35442,33754,24166,38899,24167,24393,33128,35544,24159,30892,35608,34421,34987,35472,24230,111865,22991,24528,25150,29581,41877,127857
24227,24228,26209,30929,37475,24890,30360,23933,34574,36412,24225,31465,23268,24004,33086,24846,46810,30371,24011,109058,25666,40792
30633,37266,23780,26777,24781,30956,30338,25253,24020,24741,31907,36373,31731,23115,37280,24728,24171,40055,38433,NA,26494,98058
23932,26454,23783,26244,23785,23934,155384,23784,23937,24372,34261,36374,33312,24751,23818,26348,24223,30966,37169,109898,34543,27665
23027,34430,34275,24509,23022,34437,23023,26066,38816,23438,26143,23984,46403,38697,30354,40006,30895,30818,97988,31097,24635,23949
23794,23369,40695,40005,35467,24435,24133,35636,33941,24001,23314,36286,34036,34418,24216,23953,34601,33850,24653,38820,30830,23190
