"season","home_player_1","home_player_2","home_player_3","home_player_4","home_player_5","home_player_6","home_player_7","home_player_8","home_player_9","home_player_10","home_player_11","away_player_1","away_player_2","away_player_3","away_player_4","away_player_5","away_player_6","away_player_7","away_player_8","away_player_9","away_player_10","away_player_11"
"2012/2013",51949,42312,33847,30276,37484,111237,46836,75619,166111,384413,37799,104986,21450,33607,191906,37422,231811,50027,18784,72542,38886,37489
"2012/2013",30664,NA,22928,257855,213695,364244,38575,213711,102612,37654,40958,96613,25990,30914,182921,93484,30666,75307,93480,150649,39122,37506
"2012/2013",37439,32870,33849,97491,202553,193978,39198,38160,38131,25462,41157,33845,41470,155050,37479,209950,154256,38431,75192,167027,24383,102572
"2012/2013",71498,360918,18673,28284,46391,33747,205034,72623,39215,49836,174472,37579,213809,213812,2752,40139,103424,238841,43375,213486,101419,38136
"2012/2013",32657,33988,37482,38818,213688,172949,23678,30955,50047,30981,30909,97498,151063,95509,107929,33848,30994,49970,25773,33991,37474,115798
"2012/2013",33018,150081,45352,30752,33893,24385,25924,43294,33761,186748,37446,41466,37442,25921,30911,28467,30675,31097,46509,41044,150330,25759
"2012/2013",40672,185123,70891,70812,40599,230993,107930,195589,37441,30663,38578,183348,79737,97486,150574,154938,40675,33586,40523,41168,75376,111975
"2012/2013",28955,33843,30459,41707,45244,39990,37824,267380,191315,193226,30646,170323,38424,19327,56678,41167,39792,37631,184533,26310,22543,19243
"2012/2013",37421,102620,33960,282676,47565,102622,99047,75342,33973,184138,46289,169756,33733,37427,150731,38025,161651,45749,242094,158263,215927,2983
"2012/2013",104986,21450,191906,33865,37422,38151,50027,38886,72542,18784,108809,33764,33025,411617,182224,191136,150323,164676,96619,181297,213470,33028
"2012/2013",109222,25990,182921,26403,31045,30666,75307,93480,150649,39122,37506,33753,42312,33847,30276,37484,111237,46836,75619,38550,384413,39474
"2012/2013",33845,41470,155050,37479,209950,38431,32999,75192,167027,24383,102572,193533,12766,257855,22928,213695,364244,38575,213711,31318,37654,40958
"2012/2013",37579,75239,213812,2752,40139,103139,43375,238841,213486,38136,101419,37439,32870,33849,268039,202553,39198,38160,193978,38131,25462,41157
"2012/2013",97498,151063,95509,33848,314605,49970,214972,33991,37474,25773,75310,71498,360918,18673,28284,74721,33747,205034,72623,102619,49836,174472
"2012/2013",41466,30675,230982,30962,29590,25921,31097,150330,41044,213501,26166,32657,33988,37482,38818,150739,172949,154257,30955,150250,30981,30909
"2012/2013",33018,150081,30752,34104,33893,25924,24385,43294,33761,186748,37446,37656,183449,303484,193223,99333,75004,74747,256727,10348,43372,358127
"2012/2013",37656,183449,303484,172147,99333,74747,75004,256727,10348,43372,358127,40672,185123,70891,70812,40599,121716,107930,282474,58294,30663,38578
"2012/2013",183348,79737,97486,150574,154938,33586,40675,40523,41168,75376,111975,28955,33843,42168,30459,45244,37450,49866,112758,267380,37576,30646
"2012/2013",170323,38424,19327,56678,41167,184533,33635,39792,26310,22543,19243,37421,102620,33960,282676,47565,102622,205278,33973,99047,184138,75342
"2012/2013",169756,33733,150731,45237,38025,161651,45749,96652,242094,215927,2983,104986,21450,33865,191906,37422,38151,50027,38886,72542,18784,108809
"2012/2013",33764,33025,242151,411617,191136,182224,150323,96619,181297,213470,33028,109222,35324,182921,26403,93484,75307,134236,93480,108568,46384,31718
"2012/2013",33753,37597,42312,30276,70949,111237,46836,75619,166111,384413,39474,33845,41470,155050,37479,209950,154256,32999,24383,167027,37461,102572
"2012/2013",30664,12766,73078,257855,213695,364244,38575,213711,369800,37654,40958,37579,213809,213812,2752,40139,103424,43375,238841,213486,161291,101419
"2012/2013",37439,32870,33849,291635,215405,193978,39198,38160,38131,25462,41157,97498,151063,95509,107929,33848,49970,214972,33991,25773,314605,75310
"2012/2013",71498,360918,28284,192065,46391,33747,72623,205034,32995,39215,174472,41466,30675,25921,34029,28467,42346,31097,150330,36378,30893,26166
"2012/2013",33732,30661,38818,33992,33988,172949,23678,30613,213704,30909,50047,33018,33756,74989,410656,150081,25924,24385,43294,33761,186748,156556
"2012/2013",28955,33843,42168,41707,45244,39990,112758,267380,191315,56819,30646,40672,127370,70891,70812,40599,121716,107930,58294,37441,150872,38578
"2012/2013",37421,102620,33960,282676,47565,205278,99047,33973,75342,184138,46289,183348,79737,97486,150574,154938,33586,40675,71563,25347,75376,111975
"2012/2013",104986,21450,191906,33865,37422,33870,38151,18784,72542,38886,30744,170323,38424,19327,32675,41167,37631,33635,184533,39792,22543,19243
"2012/2013",96613,25990,77741,26403,31045,108568,134236,93480,75307,39122,37506,169756,33733,37427,150731,38025,161651,45749,96652,242094,158263,2983
"2012/2013",33845,41470,75397,155050,209950,154256,38431,75192,167027,24383,102572,33764,33025,242151,182224,411617,150323,164676,96619,181297,213470,33028
"2012/2013",37579,213809,213812,2752,40139,238841,43375,103139,213486,38136,101419,33753,37597,33847,30276,70949,111237,42312,75619,166111,384413,33872
"2012/2013",33986,151063,95509,33848,314605,49970,214972,33991,25773,38821,75310,30664,12766,22928,257855,213695,73078,364244,369800,31318,37654,40958
"2012/2013",41466,37442,230982,30962,29590,25921,31097,213501,41044,30893,25759,37439,32870,33849,291635,215405,193978,39198,103904,38131,41157,25462
"2012/2013",33018,33756,30752,74989,150081,24385,189178,43294,33761,186748,37446,71498,360918,28284,192065,46391,33747,30477,72623,102619,32995,174472
"2012/2013",33732,33992,37482,38818,150739,30613,154257,30955,50047,30981,30909,37656,183449,303484,172147,213814,75004,40501,43372,10348,165607,38367
"2012/2013",37456,183449,303484,193223,99333,74747,256727,10348,165607,43372,358127,28955,33843,30459,41707,45244,39990,49866,37824,191315,50473,38822
"2012/2013",40672,185123,70891,70812,52004,107930,121716,58294,37441,30663,38578,38536,102620,33960,282676,47565,102622,205278,33973,99047,184138,46289
"2012/2013",183348,79737,150574,41166,154938,33586,40675,36130,25347,41168,111975,104986,21450,33607,191906,37422,38151,50027,18784,37489,38886,108809
"2012/2013",170323,299984,19327,56678,41167,37631,33635,184533,39792,22543,19243,96613,25990,30914,26403,31045,75307,134236,46384,108568,39122,31718
"2012/2013",169756,45440,45237,150731,38025,161651,45749,158263,215927,96652,2983,38427,75397,37479,155050,209950,38431,154256,75192,167027,24383,102572
"2012/2013",33764,33024,242151,411617,33025,182224,164676,181297,96619,33028,213470,37579,213809,213812,2752,110331,179795,43375,75239,161291,213486,101419
"2012/2013",33753,35988,42312,30276,37484,111237,46836,75619,166111,384413,39474,97498,151063,95509,33848,314605,30994,214972,33991,25773,38821,75310
"2012/2013",37623,12766,22928,257855,213695,38575,102612,213707,196188,37654,40958,41466,37442,25921,30962,28467,30675,31097,150330,41044,30893,25759
"2012/2013",37439,32870,33849,97491,202553,39198,38160,193978,38131,25462,41157,33018,33756,74989,30752,150081,24385,189178,43294,33761,186748,37446
"2012/2013",71498,360918,18673,28284,46391,33747,40775,72623,49836,30477,31092,33732,33988,195305,37482,213688,172949,23678,30613,213704,30981,50047
"2012/2013",46531,31303,26345,37427,38025,214449,45749,2805,215927,282470,96652,96623,38424,19327,56678,41167,37631,33635,39792,33871,26310,22543
"2012/2013",33764,33025,33024,242151,188060,150323,181297,96619,179772,239965,33028,74689,79737,150574,41166,74302,33586,183346,36130,25347,75376,46808
"2012/2013",33753,35988,33847,127894,37484,46836,111237,46621,38550,41255,38601,113695,185123,121716,230993,40599,107930,182928,159598,37441,150872,195589
"2012/2013",37623,NA,257855,33775,213695,73078,364244,37654,31014,114672,40958,28955,33843,30459,41707,38521,39990,112758,37824,191315,11758,363363
"2012/2013",37439,260659,33849,268039,32656,103904,193978,80492,200630,25462,45204,37421,56846,33959,33960,47565,282678,102622,205278,33973,46289,75342
"2012/2013",71498,360918,18673,192065,46391,33747,205034,72623,102619,39215,174472,104986,21450,191906,33865,37422,71619,231811,183350,38363,75398,38551
"2012/2013",32657,33988,37482,38818,33992,39854,23678,30613,50047,30981,150250,96613,25990,77741,182921,93484,30666,134236,93480,39122,31045,37506
"2012/2013",33018,33756,74989,30752,29580,24385,189178,43294,33761,186748,37446,33845,33634,37451,37479,41470,78404,154256,75192,167027,38573,102572
"2012/2013",30657,37442,25921,30962,28467,42346,30889,150330,31097,30893,26166,37579,213809,213812,213823,40139,4902,43375,75239,161291,49836,41542
"2012/2013",37656,99333,193223,183449,165607,75004,40501,74747,256727,358127,38907,33986,172430,107929,26255,33848,39106,49970,25773,33991,75310,37474
"2012/2013",37421,102620,33960,282676,47565,102622,205278,75342,99047,184138,46289,25563,28439,42168,41707,45244,112758,49866,56819,50473,193226,30646
"2012/2013",104986,21450,33607,191906,72542,38151,50027,18784,37489,38886,108809,40672,185123,70891,70812,52004,121716,186121,58294,37441,30663,38578
"2012/2013",109222,25990,77741,26403,31045,75307,134236,93480,150649,39122,37506,183348,79737,97486,41166,154938,150574,33586,40523,25347,75376,111975
"2012/2013",38427,33634,37451,155050,37479,154256,38431,75192,167027,24383,102572,170323,38424,19327,56678,41167,37631,33635,45744,184533,22543,19243
"2012/2013",37579,75239,213812,2752,40139,4902,43375,103424,179795,213486,38136,169756,45440,45237,37427,264293,161651,2805,170365,282467,96652,158263
"2012/2013",97498,151063,95509,33848,314605,49970,214972,37474,25773,38821,75310,33764,33024,242151,411617,33025,182224,164676,181297,213470,33030,179772
"2012/2013",41466,37442,25921,30962,28467,31097,30889,150330,41044,26166,25759,33753,35988,33847,42312,37484,111237,46836,75619,166111,384413,39474
"2012/2013",33018,33756,74989,30752,150081,24385,189178,43294,33761,186748,37446,37623,12766,22928,257855,213695,38575,31014,213707,196188,37654,40958
"2012/2013",33732,33988,195305,37482,213688,172949,23678,30955,50047,30613,213704,37439,32870,33849,291635,215405,39198,193978,103904,38131,41157,45204
"2012/2013",71498,360918,18673,28284,46391,33747,30477,72623,205034,49836,31092,37656,183449,303484,172147,99333,74747,75004,256727,10348,43372,358127
"2012/2013",37656,183449,303484,172147,99333,74747,75004,256727,10348,43372,358127,37421,102620,33960,282676,47565,102622,205278,33973,75342,184138,46289
"2012/2013",28955,33843,30459,41707,11758,112758,49866,37824,38822,191315,37576,104986,21450,33607,191906,72542,231811,50027,183350,38886,18784,108809
"2012/2013",40672,127370,70891,70812,40599,107930,121716,58294,37441,150872,38578,109222,25990,30914,26403,31045,75307,134236,39122,108568,150649,37506
"2012/2013",183348,79737,150574,41166,154938,33586,40675,36130,25347,40523,111975,38427,33634,37451,155050,37479,154256,38431,24383,167027,38573,241825
"2012/2013",170323,38424,19327,56678,41167,33635,184533,33871,26310,22543,19243,74736,213809,25521,2752,110331,179795,43375,103424,213486,101419,38136
"2012/2013",169756,45440,45237,150731,264293,161651,45749,242094,158263,215927,96652,97498,151063,95509,107929,314605,49970,214972,33991,25773,38821,75310
"2012/2013",33764,191140,242151,182224,191136,150323,164676,96619,179772,213470,33030,41466,30962,25921,34029,28467,42346,30889,46509,31097,30893,26166
"2012/2013",33753,35988,33847,30276,37484,111237,46836,75619,38550,384413,39474,33018,33756,74989,30752,150081,189178,24385,43294,33761,186748,156556
"2012/2013",37623,12766,22928,257855,33775,364244,38575,369800,196188,37654,40958,32657,33988,195305,33992,213688,39854,23678,172949,50047,30613,213704
"2012/2013",37439,32870,97491,291635,215405,193978,38160,80492,38131,45204,41157,71498,360918,41568,192065,46391,40775,33747,72623,205034,39215,102619
"2012/2013",104986,72542,191906,33865,38507,231811,50027,183350,18784,38886,108809,37421,102620,33960,282676,241997,102622,38540,75342,33973,184138,46289
"2012/2013",96613,25990,77741,26403,93484,30666,75307,39122,108568,150649,37506,28955,33843,30459,41707,11758,112758,49866,37824,38822,191315,37576
"2012/2013",38427,33634,155050,37451,37622,38431,75192,24383,167027,38573,241825,113695,185123,70891,70812,40599,107930,121716,58294,37441,150872,38578
"2012/2013",74736,213809,25521,2752,40139,238841,103424,213486,43375,161291,101419,74689,79737,150574,41166,154938,33586,183346,36130,46808,25347,40523
"2012/2013",97498,151063,107929,112205,33848,25773,214972,33991,38821,314605,75310,170323,38424,56678,19327,41167,184533,37631,26310,33635,22543,19243
"2012/2013",41466,213499,34029,30911,28467,31097,150330,36378,30893,208494,26166,169756,45440,45237,150731,264293,161651,45749,158263,170365,242094,96652
"2012/2013",33018,33756,74989,45352,150081,151079,189178,43294,33761,186748,37446,33764,33025,33024,242151,191136,150323,181297,96619,164676,179772,33030
"2012/2013",32657,33988,33992,30738,213688,172949,23678,30955,213704,30613,30909,51949,37597,42312,30276,37484,46836,46621,38550,384413,105351,39474
"2012/2013",71498,360918,41568,192065,46391,33747,40775,72623,205034,39215,102619,37623,12766,22928,33775,213695,73078,38575,213711,102612,37654,40958
"2012/2013",37511,32870,97491,291635,215405,193978,38160,80492,38131,45204,41157,37656,183449,193223,172147,99333,74747,75004,256727,358127,43372,38367
"2012/2013",37656,213814,303484,172147,99333,74747,75004,256727,10348,43372,38367,104986,37422,191906,33865,38507,50027,231811,183350,243163,38886,37489
"2012/2013",37421,102620,282676,33960,47565,102622,205278,75342,33973,56686,46289,96613,25990,30914,26403,93484,30666,75307,93480,108568,39122,37506
"2012/2013",28955,33843,28439,41707,11758,30459,49866,38822,191315,50473,30646,38427,33634,37451,75397,37622,37449,154256,75192,167027,24383,213489
"2012/2013",40672,185123,121716,70812,40599,107930,186121,58294,37441,150872,38578,74736,213809,25521,2752,40139,4902,43375,103424,179795,213486,161291
"2012/2013",74689,79737,150574,41166,154938,33586,183346,36130,25347,40523,46808,33986,151063,95509,112205,33848,30994,268207,33991,25773,38821,75310
"2012/2013",170323,38424,19327,56678,41167,37631,33635,33871,184533,22543,19243,41466,34029,25921,30911,213499,42346,30675,46509,41044,213501,26166
"2012/2013",169756,45440,26345,150731,38025,161651,45749,282467,242094,96652,2983,33018,33756,74989,45352,150081,24385,189178,43294,33761,186748,37446
"2012/2013",33764,242151,182224,191136,33025,33024,164676,179772,96619,33028,181297,32657,33988,37482,30738,150739,172949,23678,39854,150250,30613,50047
"2012/2013",51949,37597,30276,42312,37484,111237,38550,46621,166111,384413,39474,71498,360918,41568,192065,46391,33747,40775,72623,205034,39215,174472
"2012/2013",37623,NA,12766,257855,213695,73078,102612,369800,196188,37654,40958,37439,32870,97491,268039,32656,193978,39198,38160,38131,45204,41157
"2012/2013",109222,25990,30914,26403,31045,75307,134236,39122,108568,150649,37506,104986,72542,191906,33865,38507,50027,231811,183350,243163,38886,108809
"2012/2013",33845,33634,155050,75397,37622,38431,32999,75192,167027,24383,38573,37421,102620,33960,282676,47565,102622,282678,75342,99047,184138,46289
"2012/2013",74736,213809,25521,2752,40139,238841,43375,179795,161291,213486,101419,28955,28439,30459,41707,45244,112758,49866,37824,191315,50473,38822
"2012/2013",97498,151063,95509,33848,314605,49970,214972,33991,25773,101422,75310,40672,185123,70891,70812,40599,107930,121716,58294,37441,150872,38578
"2012/2013",41466,213499,25921,30911,29590,42346,31097,46509,41044,30893,26166,74689,79737,150574,41166,154938,33586,183346,36130,25347,75376,46808
"2012/2013",33018,33756,74989,34104,33893,151079,189178,43294,33761,75474,37446,170323,38424,19327,56678,41167,33635,37631,45744,33871,26310,22543
"2012/2013",33732,33988,37482,33992,150739,39854,23678,30955,50047,30909,213704,169756,45440,37427,150731,264293,2805,102879,158263,170365,96652,2983
"2012/2013",71498,360918,41568,192065,74721,33747,292454,72623,205034,39215,174472,33764,33025,182224,242151,191136,33024,150323,96619,181297,179772,33028
"2012/2013",37439,32870,97491,268039,215405,103904,38160,193978,41157,25462,45204,51949,37597,42312,30276,37484,46836,111237,75619,38550,33872,39474
"2012/2013",37623,12766,22928,257855,213695,73078,102612,369800,196188,37654,40958,37656,213814,193223,172147,99333,74747,75004,270774,165607,43372,10348
"2012/2013",37656,213814,193223,172147,99333,74747,75004,165607,10348,43372,38367,109222,25990,30914,26403,31045,30666,75307,93480,108568,46384,37506
"2012/2013",104986,21450,191906,33607,37422,33870,50027,38886,37489,18784,108809,33845,33634,75397,155050,37622,38431,32999,75192,167027,37461,38573
"2012/2013",37421,102620,33960,282676,47565,102622,33973,56686,75342,184138,46289,74736,213809,25521,2752,40139,238841,43375,103424,179795,213486,161291
"2012/2013",25563,33843,42168,41707,11758,112758,49866,37824,191315,50473,38822,97498,151063,112205,33848,314605,49970,214972,33991,25773,101422,75310
"2012/2013",40672,185123,70891,70812,40599,107930,121716,58294,37441,150872,38578,41466,34029,230982,30911,213499,30675,31097,46509,41044,213501,25759
"2012/2013",74689,79737,150574,41166,154938,33586,183346,36130,25347,40523,46808,33018,33756,74989,34104,150081,151079,189178,43294,33761,186748,37446
"2012/2013",170323,38424,19327,56678,47547,184533,30871,33635,39792,45744,22543,33732,33988,37482,33992,150739,30613,23678,30955,50047,30981,213704
"2012/2013",169756,45440,150731,37427,38025,2805,45749,158263,170365,215927,96652,71498,360918,41568,192065,46391,33747,40775,72623,49836,39215,174472
"2012/2013",33764,33025,182224,242151,191136,33024,164676,96619,181297,179772,33028,37439,32870,97491,172948,260659,38160,193978,39198,41157,25462,45204
"2012/2013",51949,37597,42312,30276,70949,111237,46836,75619,166111,33872,39474,37623,NA,22928,257855,213695,73078,102612,369800,196188,37654,40958
"2012/2013",33845,33634,75397,155050,209950,32999,154256,75192,167027,24383,102572,109222,25990,30914,26403,93484,30666,75307,39122,108568,31045,37506
"2012/2013",74736,213809,25521,2752,40139,238841,43375,179795,213486,161291,38136,104986,21450,33607,191906,37422,72542,50027,18784,37489,38886,108809
"2012/2013",97498,151063,112205,33848,314605,49970,214972,33991,25773,101422,75310,37421,102620,241997,282676,47565,102622,205278,75342,33973,184138,46289
"2012/2013",41466,213499,230982,34029,29590,30675,30889,36378,31097,30893,26166,28955,28439,30459,42168,45244,112758,193226,38822,191315,11758,30646
"2012/2013",33018,33756,74989,34104,150081,24385,189178,43294,33761,186748,37446,113695,185123,70891,230993,52004,186121,182928,58294,37441,150872,38578
"2012/2013",32657,213688,37482,38818,150739,39854,154257,30955,150250,30613,30909,74689,74302,150574,41166,154938,33586,183346,75376,25347,40523,46808
"2012/2013",71498,360918,41568,192065,46391,33747,40775,72623,205034,39215,174472,170323,38424,19327,56678,41167,37631,33635,45744,184533,22543,19243
"2012/2013",37439,32870,97491,291635,202553,193978,38160,41157,80492,25462,45204,169756,45440,150731,37427,38025,2805,45749,242094,102879,215927,96652
"2012/2013",37623,NA,12766,257855,213695,102612,73078,369800,196188,37654,40958,33764,191140,33024,182224,191136,150323,164676,96619,181297,179772,33028
"2012/2013",51949,35988,42312,30276,70949,105351,111237,75619,166111,46621,39474,37656,213814,303484,172147,406257,74747,40501,231977,270774,43372,10348
"2012/2013",33845,33634,155050,75397,37622,154256,78404,75192,167027,24383,38573,37656,213814,303484,172147,406257,74747,75004,270774,43372,165607,10348
"2012/2013",109222,25990,30914,26403,31045,30666,75307,39122,108568,282691,37506,74736,213809,25521,2752,40139,238841,43375,103424,103139,213486,161291
"2012/2013",104986,21450,33607,191906,37422,33870,50027,18784,30744,38886,108809,97498,151063,107929,112205,33848,49970,214972,33991,25773,101422,75310
"2012/2013",37421,102620,33960,282676,47565,102622,205278,56686,33973,184138,46289,41466,37442,34029,30911,28467,42346,30675,150330,31097,41044,25759
"2012/2013",28955,33843,30459,41707,11758,39990,49866,37824,38822,191315,37576,33018,150081,74989,34104,33893,24385,189178,43294,33761,186748,37446
"2012/2013",113695,185123,230993,70891,40599,107930,121716,58294,37441,150872,38578,32657,33988,37482,38818,150739,172949,23678,30955,50047,30613,30909
"2012/2013",74689,79737,97486,41166,74302,33586,183346,36130,25347,40523,111975,71498,74721,18673,192065,46391,33747,40775,72623,205034,39215,174472
"2012/2013",170323,38424,19327,56678,41167,37631,33635,184533,39792,19243,22543,37439,32870,97491,291635,202553,39198,38160,41157,80492,25462,45204
"2012/2013",169756,33733,150731,45237,38025,2805,45749,96652,102879,158263,2983,37623,12766,22928,257855,213695,364244,102612,369800,196188,37654,40958
"2012/2013",33764,33025,182224,33024,191136,150323,164676,96619,181297,179772,33028,51949,127894,42312,30276,30977,46836,111237,75619,33872,384413,39474
"2012/2013",396526,74721,18673,192065,46391,33747,40775,72623,205034,39215,174472,40672,185123,70891,230993,40599,107930,121716,58294,37441,30663,38578
"2012/2013",74736,213809,25521,2752,40139,213912,43375,103139,179795,213486,161291,33845,33634,37451,75397,37622,154256,78404,75192,240054,24383,213489
"2012/2013",33986,172430,112205,33848,314605,49970,214972,33991,25773,101422,75310,109222,25990,30914,26403,93484,30666,75307,39122,108568,150649,37506
"2012/2013",174030,150330,34029,37442,30911,30675,31097,46509,36378,26166,25759,33958,72542,33607,38507,451941,50027,243163,183350,18784,300623,38551
"2012/2013",33018,33756,74989,34104,150081,24385,189178,43294,33761,186748,37446,37421,102620,33960,282676,47565,102622,205278,75342,33973,184138,46289
"2012/2013",33732,213688,37482,38818,150739,39854,154257,30955,150250,30613,30909,28955,33843,42168,41707,11758,39990,112758,37824,38822,191315,30646
"2012/2013",37439,32870,97491,291635,202553,38160,39198,38131,80492,41157,25462,74689,79737,150574,41166,74302,33586,183346,36130,41168,75376,40523
"2012/2013",30664,NA,22928,257855,213695,73078,102612,369800,287353,37654,40958,170323,38424,213482,19327,47547,30871,184533,45744,33871,26310,19243
"2012/2013",51949,127894,42312,30276,70949,111237,46836,75619,33872,384413,39474,46531,33733,150731,45237,38025,2805,45749,96652,158263,102879,2983
"2012/2013",37656,213814,303484,172147,406257,75004,74747,270774,165607,43372,10348,33764,33025,33024,182224,191136,150323,164676,96619,181297,213470,33028
"2012/2013",170323,38424,19327,56678,41167,39792,37631,33635,184533,19243,22543,196126,183449,193223,99333,43372,74747,75004,40501,358127,38907,165607
"2012/2013",74689,79737,150574,41166,154938,33586,183346,36130,25347,75376,46808,46531,31303,45237,37427,38025,45749,2805,214449,96652,317569,2983
"2012/2013",113695,185123,230993,70812,40599,121716,107930,159598,37441,150872,195589,33764,33025,33024,37604,188060,150323,181297,96619,179772,239965,33028
"2012/2013",28955,28439,30459,41707,38521,112758,11758,193226,191315,37824,37576,33753,35988,33847,30276,37484,46836,38550,46621,166111,41255,38601
"2012/2013",37421,56846,33960,282676,47565,102622,205278,75342,99047,184138,46289,37623,12766,257855,33775,213695,178802,364244,213707,31318,37654,40958
"2012/2013",104986,21450,38151,33865,37422,72542,243163,183350,18784,75398,38551,37439,260659,33849,268039,32656,193978,80492,103904,38131,200630,45204
"2012/2013",96613,35324,77741,182921,93484,75307,134236,93480,39122,213729,37506,71498,183462,18673,192065,46391,33747,40775,72623,205034,39215,174472
"2012/2013",33845,33634,37451,37479,41470,154256,78404,75192,167027,24383,102572,32657,213688,37482,30661,33992,39854,154257,172949,213704,30613,150250
"2012/2013",37579,213809,213812,2752,40139,4902,43375,103424,161291,49836,41542,33018,33756,74989,30752,29580,189178,24385,43294,186748,75474,37446
"2012/2013",33986,172430,26255,107929,33848,30994,49970,25773,33991,75310,39106,30657,37442,25921,30962,28467,42346,30889,46509,36378,30893,25759
"2012/2013",170323,38424,19327,56678,41167,184533,30871,33635,39792,22543,19243,74689,79737,97486,41166,154938,40675,183346,41168,25347,75376,46808
"2012/2013",46531,31303,45237,37427,38025,45749,2805,214449,282470,215927,96652,113695,185123,230993,70812,40599,107930,182928,150872,37441,30663,58294
"2012/2013",96618,33025,33024,242151,74990,150323,181297,96619,179772,239965,33028,28955,33843,30459,41707,38521,39990,112758,37824,191315,11758,37576
"2012/2013",33753,35988,33847,30276,37484,46836,111237,46621,38550,41255,384413,37421,56846,33960,282676,47565,102622,205278,75342,99047,162497,184138
"2012/2013",37623,12766,257855,33775,213695,364244,31014,37654,102612,369800,40958,104986,72542,38151,191906,38507,231811,243163,183350,18784,75398,108809
"2012/2013",37439,260659,268039,97491,32656,103904,193978,80492,200630,45204,25462,96613,25990,77741,182921,93484,75307,134236,93480,31718,213729,37506
"2012/2013",71498,183462,18673,192065,46391,33747,205034,72623,102619,39215,174472,33845,33634,37451,37479,41470,154256,78404,75192,167027,24383,213489
"2012/2013",32657,33988,23678,38818,33992,30613,154257,172949,50047,30981,30909,37579,213809,213812,213823,40139,4902,43375,103424,179795,49836,41542
"2012/2013",33018,33756,74989,30752,29580,189178,24385,43294,33761,186748,37446,33986,172430,107929,26255,33848,49970,30994,33991,25773,39106,75310
"2012/2013",37656,183449,33961,193223,99333,74747,165607,256727,10348,38367,358127,30657,37442,25921,30962,28467,30675,30889,46509,31097,30893,26166
"2012/2013",74689,79737,97486,150574,154938,33586,183346,75376,41168,25347,111975,37656,183449,33961,193223,256727,74747,40501,75004,165607,38367,10348
"2012/2013",113695,185123,230993,70812,52004,121716,107930,282475,37441,30663,195589,170323,38424,19327,56678,41167,37631,30871,39792,33871,184533,19243
"2012/2013",28955,33843,30459,41707,38521,112758,37824,193226,191315,11758,37576,46531,31303,150731,37427,38025,45749,161651,2805,214449,2983,215927
"2012/2013",38536,56846,33960,282676,47565,102622,205278,33973,99047,184138,46289,33764,33025,33024,37604,74990,150323,181297,96619,179772,239965,33028
"2012/2013",104986,72542,38151,191906,38507,71619,243163,183350,37489,18784,38551,33753,35988,33847,30276,37484,111237,46836,46621,166111,38550,37799
"2012/2013",109222,25990,77741,182921,93484,18814,134236,93480,39122,213729,37506,37623,12766,257855,33775,213695,364244,31014,369800,102612,37654,40958
"2012/2013",33845,33634,18904,75397,41470,154256,32999,38573,167027,24383,213489,37439,260659,97491,268039,32656,103904,167376,193978,200630,45204,25462
"2012/2013",37579,213809,213812,213823,40139,43375,4902,103424,179795,49836,161291,71498,183462,18673,192065,74721,33747,40775,72623,31092,39215,174472
"2012/2013",33986,172430,107929,26255,33848,30994,49970,33991,25773,39106,75310,32657,33988,23678,38818,150739,39854,154257,30613,50047,30981,150250
"2012/2013",30657,30962,230982,25921,28467,42346,31097,46509,36378,30893,25759,33018,33756,30752,34104,29580,151079,24385,43294,189178,186748,37446
"2012/2013",74689,79737,97486,41166,154938,33586,183346,36130,25347,41168,111975,113695,230993,70891,70812,52004,159598,121716,107930,150872,37441,195589
"2012/2013",170323,38424,19327,56678,41167,37631,24217,33635,39792,22543,45744,28955,33843,30459,41707,38521,112758,49866,37824,191315,11758,30646
"2012/2013",169756,31303,45237,37427,264293,161651,45749,282470,170365,215927,96652,38536,56846,33960,282676,47565,102622,205278,33973,99047,184138,75342
"2012/2013",33764,33025,33024,242151,74990,150323,181297,96619,164676,179772,33028,104986,72542,38151,191906,37422,71619,243163,75398,37489,18784,38551
"2012/2013",33753,37597,33847,30276,37484,46836,111237,46621,38550,41255,37799,109222,25990,77741,182921,93484,18814,134236,31045,39122,213729,37506
"2012/2013",37623,12766,257855,33775,213695,369800,364244,31014,37654,38136,40958,33845,33634,18904,75397,41470,154256,32999,38573,167027,24383,213489
"2012/2013",37439,103904,97491,268039,291635,200630,167376,193978,38131,45204,25462,37579,213809,213812,213823,40139,4902,43375,103424,179795,49836,161291
"2012/2013",246201,183462,18673,192065,46391,33747,205034,72623,31092,39215,174472,33986,172430,107929,26255,33848,33991,213502,30994,214972,115798,75310
"2012/2013",32657,33988,38818,33992,150739,39854,154257,30613,150250,30981,30955,30657,37442,25921,30962,28467,42346,30889,46509,36378,30893,26166
"2012/2013",37656,183449,33961,193223,99333,165607,10348,358127,43372,74747,38367,33018,111190,30752,34104,29580,24385,151079,43294,33761,186748,37446
"2012/2013",113695,230993,70891,70812,40599,107930,121716,185123,37441,150872,195589,37656,183449,33961,303484,99333,74747,215079,43372,358127,165607,10348
"2012/2013",28955,33843,30459,41707,11758,238841,112758,193226,191315,37824,37576,183348,79737,97486,41166,154938,43374,183346,36130,25347,75376,111975
"2012/2013",38536,56846,33960,282676,47565,205278,102622,33973,184138,75342,46289,170323,38424,19327,56678,41167,37631,33635,33871,184533,45744,22543
